Dato;1 år;2 år;3 år;4 år;5 år;6 år;7 år;8 år;9 år;10 år;11 år;12 år;13 år;14 år;15 år;16 år;17 år;18 år;19 år;20 år;21 år;22 år;23 år;24 år;25 år;26 år;27 år;28 år;29 år;30 år;31 år;32 år;33 år;34 år;35 år;36 år;37 år;38 år;39 år;40 år;41 år;42 år;43 år;44 år;45 år;46 år;47 år;48 år;49 år;50 år;51 år;52 år;53 år;54 år;55 år;56 år;57 år;58 år;59 år;60 år;61 år;62 år;63 år;64 år;65 år;66 år;67 år;68 år;69 år;70 år;71 år;72 år;73 år;74 år;75 år;76 år;77 år;78 år;79 år;80 år;81 år;82 år;83 år;84 år;85 år;86 år;87 år;88 år;89 år;90 år;91 år;92 år;93 år;94 år;95 år;96 år;97 år;98 år;99 år;100 år;101 år;102 år;103 år;104 år;105 år;106 år;107 år;108 år;109 år;110 år;111 år;112 år;113 år;114 år;115 år;116 år;117 år;118 år;119 år;120 år
01-12-2016;0,217;0,2669367183;0,3398384702;0,4388248488;0,5581568192;0,6921644655;0,8239571037;0,9598176031;1,0833795642;1,1933849634;1,2921467946;1,3812871957;1,4609246932;1,5273000963;1,5771297693;1,6105184394;1,6357282252;1,6603710803;1,6897640475;1,7276794673;1,7726193635;1,8222439645;1,8747889394;1,9289562429;1,9837905489;2,0385905456;2,0928445053;2,1461829915;2,1983438224;2,2491458989;2,2984695115;2,3462414286;2,3924235431;2,4370041886;2,4799914722;2,5214081414;2,5612876228;2,5996709641;2,6366044712;2,672137886;2,7063229841;2,7392125002;2,7708593103;2,8013158139;2,8306334739;2,8588624802;2,886051509;2,9122475589;2,9374958447;2,9618397378;2,9853207416;3,0079784943;3,0298507917;3,0509736262;3,071381236;3,0911061632;3,1101793165;3,1286300382;3,1464861721;3,1637741326;3,1805189735;3,1967444549;3,21247311;3,2277263082;3,2425243177;3,2568863639;3,2708306868;3,2843745949;3,2975345168;3,31032605;3,3227640071;3,3348624604;3,3466347827;3,3580936867;3,369251262;3,38011901;3,3907078766;3,4010282832;3,4110901557;3,4209029522;3,4304756881;3,4398169611;3,4489349735;3,4578375536;3,4665321762;3,4750259812;3,4833257917;3,4914381307;3,4993692366;3,5071250786;3,5147113699;3,5221335819;3,5293969555;3,5365065135;3,5434670715;3,5502832478;3,5569594737;3,5635000026;3,5699089184;3,5761901442;3,5823474494;3,5883844577;3,5943046536;3,6001113888;3,6058078889;3,6113972589;3,6168824885;3,6222664577;3,6275519419;3,632741616;3,6378380593;3,6428437597;3,6477611174;3,6525924489;3,6573399907;3,6620059026;3,6665922708;3,6711011112;3,6755343723;3,6798939379
02-12-2016;0,231;0,2709461785;0,3268522566;0,4177696544;0,5199287609;0,6395917127;0,7649879207;0,8943311137;1,0133754464;1,1198798041;1,2159642945;1,3028461434;1,3802999528;1,4445857168;1,4924999695;1,5242493323;1,5482869451;1,5723527025;1,6018242852;1,6404987075;1,6866852598;1,7378779007;1,7921991212;1,8482698061;1,9050763892;1,9618757232;2,0181261367;2,0734369329;2,1275310461;2,1802171943;2,2313689593;2,2809089703;2,3287968781;2,3750201696;2,419587124;2,462521397;2,503857846;2,5436393107;2,5819141292;2,6187342237;2,6541536297;2,6882273706;2,7210106011;2,752557963;2,7829231042;2,8121583293;2,8403143494;2,8674401125;2,8935826945;2,9187872382;2,94309693;2,9665530032;2,9891947643;3,0110596335;3,0321831989;3,0525992764;3,0723399776;3,0914357791;3,1099155949;3,1278068488;3,1451355466;3,1619263466;3,1782026292;3,1939865634;3,209299172;3,2241603934;3,2385891406;3,2526033585;3,266220077;3,2794554624;3,2923248659;3,3048428692;3,3170233281;3,3288794126;3,3404236463;3,3516679422;3,3626236368;3,3733015227;3,3837118785;3,3938644972;3,4037687135;3,4134334285;3,4228671335;3,4320779324;3,4410735625;3,4498614143;3,4584485498;3,4668417201;3,4750473819;3,4830717123;3,4909206243;3,4985997794;3,5061146011;3,513470287;3,5206718199;3,5277239785;3,534631348;3,5413983291;3,5480291476;3,5545278622;3,5608983731;3,5671444294;3,573269636;3,5792774609;3,585171241;3,5909541886;3,5966293969;3,6021998455;3,6076684054;3,6130378442;3,6183108302;3,623489937;3,628577648;3,6335763596;3,6384883855;3,6433159599;3,6480612412;3,6527263149;3,6573131966;3,6618238352
05-12-2016;0,221;0,2639427854;0,3238467935;0,4177792428;0,5239777424;0,6477257545;0,775228959;0,9036377733;1,0258711233;1,1335123332;1,228561483;1,3139766819;1,3905586703;1,4547219969;1,5032422972;1,5362236339;1,5617623759;1,5872959133;1,6180031366;1,6575512599;1,7042766125;1,7557538734;1,8101726354;1,8662033415;1,9228693298;1,9794551189;2,0354398861;2,0904487049;2,1442164661;2,1965609587;2,2473626406;2,2965493374;2,3440846059;2,389958845;2,4341824779;2,4767807098;2,517789488;2,5572523866;2,5952182035;2,6317391098;2,6668692288;2,7006635489;2,7331770981;2,7644643232;2,7945786284;2,8235720396;2,8514949667;2,8783960422;2,9043220193;2,9293177168;2,9534259988;2,9766877818;2,9991420632;3,0208259633;3,0417747801;3,062022051;3,0815996202;3,1005377086;3,1188649861;3,1366086438;3,1537944661;3,1704469008;3,1865891283;3,2022431279;3,2174297423;3,2321687391;3,2464788693;3,2603779242;3,2738827881;3,2870094893;3,2997732481;3,312188522;3,3242690488;3,3360278869;3,3474774538;3,3586295615;3,369495451;3,3800858237;3,3904108718;3,4004803061;3,4103033829;3,4198889288;3,429245364;3,438380725;3,4473026843;3,4560185711;3,4645353885;3,4728598318;3,4809983039;3,4889569309;3,4967415768;3,5043578564;3,5118111484;3,5191066075;3,5262491753;3,5332435913;3,5400944029;3,5468059748;3,5533824978;3,5598279975;3,5661463419;3,5723412494;3,5784162955;3,5843749195;3,5902204311;3,5959560163;3,6015847431;3,6071095665;3,6125333342;3,6178587909;3,6230885833;3,6282252641;3,633271296;3,6382290561;3,6431008391;3,647888861;3,6525952625;3,6572221121;3,661771409;3,666245086
06-12-2016;0,214;0,2659339256;0,342333301;0,4443309499;0,5678033281;0,6981095604;0,8307380429;0,9636416358;1,0883577824;1,1869173733;1,3431019342;1,4857581553;1,5533784621;1,5765845751;1,5921851219;1,6208899644;1,6624649834;1,7134481307;1,7714083036;1,8346469058;1,898861333;1,9624877159;2,0249938023;2,0860141727;2,145305333;2,2027131829;2,2581492386;2,3115731219;2,3629795789;2,4123888075;2,459839218;2,5053820014;2,5490770446;2,5909898595;2,6311892764;2,6697457177;2,7067299129;2,7422119508;2,7762605888;2,8089427601;2,8403232316;2,8704643776;2,8994260415;2,9272654641;2,9540372633;2,979793451;3,0045834783;3,0284543006;3,0514504578;3,0736141635;3,0949854006;3,1156020208;3,1354998444;3,1547127611;3,1732728288;3,1912103693;3,208554063;3,2253310378;3,2415669567;3,2572860997;3,272511443;3,2872647334;3,3015665595;3,3154364188;3,3288927809;3,3419531472;3,3546341079;3,3669513942;3,3789199288;3,3905538727;3,4018666692;3,4128710857;3,4235792522;3,434002698;3,4441523863;3,4540387459;3,4636717019;3,4730607037;3,4822147518;3,491142423;3,4998518935;3,508350961;3,5166470657;3,5247473093;3,5326584737;3,5403870378;3,5479391936;3,5553208619;3,5625377059;3,5695951447;3,5764983665;3,5832523398;3,5898618249;3,5963313844;3,6026653931;3,6088680473;3,6149433738;3,620895238;3,6267273518;3,6324432812;3,6380464529;3,6435401615;3,648927575;3,6542117415;3,6593955941;3,6644819566;3,6694735482;3,6743729885;3,679182802;3,6839054221;3,6885431952;3,6930983846;3,6975731741;3,7019696714;3,7062899115;3,7105358595;3,7147094138;3,7188124089;3,7228466178;3,7268137548
07-12-2016;0,256;0,3039385305;0,3808333908;0,4728188683;0,5961491419;0,7220657249;0,85075514;0,9793492049;1,1002103692;1,2085367491;1,30525106;1,3930396223;1,4726016764;1,5393637802;1,5892311251;1,6219239579;1,6460272581;1,669503808;1,6979052958;1,7351603458;1,7795808002;1,8287588272;1,8809163073;1,9347445086;1,9892797256;2,0438140073;2,0978303142;2,1509549229;2,2029221634;2,2535480768;2,3027105921;2,3503345154;2,3963800981;2,4408342931;2,4837040393;2,5250110905;2,5647880239;2,6030751573;2,6399181665;2,6753662472;2,7094706988;2,7422838397;2,7738581801;2,8042457967;2,8334978667;2,8616643259;2,8887936241;2,9149325568;2,9401261564;2,9644176299;2,9878483323;3,0104577667;3,0322836065;3,0533617319;3,0737262788;3,0934096952;3,1124428038;3,1308548669;3,148673655;3,1659255144;3,1826354356;3,1988271201;3,2145230464;3,2297445331;3,2445118004;3,2588440295;3,2727594186;3,2862752369;3,2994078761;3,3121728992;3,3245850863;3,3366584788;3,3484064203;3,3598415963;3,3709760703;3,3818213191;3,3923882654;3,4026873085;3,4127283534;3,4225208381;3,4320737592;3,4413956963;3,4504948345;3,459378986;3,4680556098;3,4765318311;3,4848144588;3,4929100022;3,500824687;3,5085644698;3,5161350522;3,5235418942;3,5307902258;3,5378850596;3,544831201;3,551633259;3,5582956556;3,5648226355;3,5712182742;3,5774864866;3,5836310345;3,589655534;3,5955634624;3,6013581646;3,6070428595;3,6126206456;3,6180945065;3,6234673164;3,6287418448;3,6339207612;3,6390066395;3,6440019624;3,6489091253;3,6537304399;3,6584681381;3,6631243751;3,667701233;3,6722007234;3,6766247909;3,6809753153
08-12-2016;0,247;0,2889430661;0,3628265191;0,4648915711;0,5851042998;0,7151398348;0,8509501439;0,9867697171;1,1132008849;1,2221280903;1,3258926096;1,4216632624;1,5044994865;1,572039951;1,6230093223;1,6585666568;1,6865634026;1,7140755961;1,7460605386;1,7860508271;1,8322283396;1,8823772938;1,9349238674;1,9887109232;2,0428881464;2,0968329546;2,15009291;2,2023433595;2,2533559947;2,3029753301;2,3511009803;2,3976742266;2,4426677807;2,48607795;2,5279186207;2,5682166254;2,6070081683;2,644336067;2,6802476238;2,7147929848;2,7480238815;2,7799926666;2,8107515844;2,8403522213;2,8688450992;2,896279381;2,9227026624;2,9481608331;2,9726979898;2,9963563919;3,0191764474;3,0411967241;3,0624539784;3,0829831982;3,102817655;3,1219889635;3,1405271453;3,1584606957;3,175816651;3,1926206576;3,2088970388;3,2246688613;3,2399579997;3,2547851992;3,2691701356;3,2831314732;3,2966869198;3,3098532796;3,3226465031;3,3350817346;3,3471733573;3,3589350358;3,3703797564;3,3815198652;3,3923671036;3,4029326424;3,4132271137;3,4232606404;3,4330428648;3,442582975;3,4518897298;3,4609714824;3,4698362023;3,478491496;3,4869446268;3,4952025328;3,5032718447;3,5111589015;3,5188697661;3,52641024;3,533785876;3,5410019919;3,5480636819;3,5549758282;3,5617431116;3,5683700214;3,5748608652;3,5812197776;3,5874507289;3,5935575326;3,5995438533;3,6054132137;3,6111690014;3,6168144751;3,6223527705;3,6277869064;3,6331197895;3,6383542199;3,6434928958;3,648538418;3,6534932942;3,6583599433;3,6631406989;3,6678378135;3,6724534614;3,6769897425;3,6814486854;3,68583225;3,6901423308;3,6943807595
09-12-2016;0,2466;0,2859460007;0,3508366139;0,4502719623;0,5680322527;0,7059903797;0,8478923813;0,9868095022;1,1176331335;1,2360695379;1,3412942294;1,4353119492;1,5189959477;1,5892897953;1,6434205455;1,6816547226;1,7117308792;1,7407816345;1,7738216659;1,814435794;1,8608827802;1,9110372439;1,9633980955;2,01686191;2,0706183049;2,1240745364;2,1768005385;2,2284884613;2,278922615;2,327956969;2,3754981891;2,4214927736;2,4659172473;2,5087706539;2,5500687899;2,5898397636;2,6281205694;2,664954444;2,7003888267;2,734473789;2,7672608288;2,7988019496;2,8291489632;2,8583529655;2,8864639506;2,9135305309;2,9395997412;2,9647169085;2,9889255723;3,0122674449;3,0347824015;3,0565084934;3,0774819794;3,0977373693;3,1173074766;3,1362234786;3,1545149798;3,1722100783;3,1893354335;3,205916333;3,2219767603;3,2375394595;3,2526259998;3,2672568367;3,2814513719;3,2952280098;3,3086042121;3,3215965501;3,3342207532;3,3464917568;3,3584237456;3,3700301963;3,3813239169;3,3923170845;3,4030212799;3,4134475216;3,4236062969;3,4335075913;3,4431609162;3,4525753356;3,4617594898;3,4707216196;3,479469587;3,4880108964;3,4963527135;3,5045018837;3,5124649489;3,5202481633;3,5278575092;3,5352987103;3,542577246;3,549698363;3,5566670881;3,5634882385;3,5701664329;3,5767061014;3,5831114945;3,589386692;3,5955356117;3,6015620167;3,6074695234;3,6132616079;3,6189416132;3,6245127548;3,6299781273;3,6353407096;3,6406033703;3,6457688725;3,650839879;3,6558189562;3,6607085791;3,6655111345;3,6702289255;3,6748641749;3,6794190285;3,6838955586;3,6882957671;3,6926215882;3,6968748914;3,7010574845
12-12-2016;0,248;0,289443848;0,3688215951;0,475805917;0,6031895345;0,742298392;0,8853743553;1,0275485109;1,1590752489;1,276101796;1,384494722;1,483186;1,569765879;1,6415641443;1,6966441147;1,7357377193;1,7665260339;1,7960290604;1,8291959187;1,8695737971;1,9154476551;1,9647817174;2,0161544759;2,0685204071;2,1211114154;2,173365685;2,2248757434;2,2753501743;2,3245851427;2,3724430536;2,4188364473;2,4637157744;2,5070600695;2,5488698056;2,5891614011;2,6279629878;2,665311144;2,7012483719;2,7358211507;2,7690784373;2,8010705146;2,8318481121;2,8614617391;2,8899611851;2,9173951503;2,9438109791;2,9692544729;2,9937697668;3,0173992538;3,0401835476;3,0621614742;3,0833700853;3,1038446893;3,1236188937;3,1427246569;3,1611923463;3,1790508;3,1963273915;3,213048095;3,2292375511;3,2449191314;3,2601150026;3,2748461879;3,2891326274;3,3029932352;3,3164459554;3,3295078144;3,3421949716;3,354522767;3,3665057673;3,3781578083;3,3894920361;3,4005209456;3,4112564166;3,4217097486;3,4318916927;3,4418124825;3,4514818622;3,4609091145;3,4701030852;3,4790722076;3,487824525;3,4963677117;3,504709093;3,5128556641;3,5208141073;3,5285908093;3,5361918762;3,5436231482;3,550890214;3,5579984233;3,564952899;3,5717585492;3,5784200779;3,584941995;3,5913286261;3,597584122;3,6037124667;3,609717486;3,6156028547;3,6213721043;3,6270286296;3,632575695;3,638016441;3,6433538897;3,6485909501;3,6537304239;3,6587750094;3,6637273072;3,6685898239;3,6733649764;3,6780550958;3,6826624315;3,6871891542;3,6916373597;3,6960090719;3,7003062459;3,7045307708;3,7086844726;3,7127691165
13-12-2016;0,249;0,2879469393;0,3598298915;0,4607864531;0,5810869887;0,7135345283;0,8529092571;0,9887473964;1,1143618147;1,2327647602;1,3383323269;1,4324989862;1,516788937;1,5879150515;1,6427999175;1,6815447116;1,7119304981;1,741158704;1,7742947055;1,8149605151;1,8614402065;1,9116158736;1,963989288;2,017459165;2,0712167359;2,1246704821;2,1773912734;2,2290719774;2,2794974567;2,3285221063;2,3760529211;2,422036653;2,4664500223;2,5092922229;2,5505791659;2,5903390465;2,6286089241;2,6654320832;2,7008559979;2,7349307634;2,7677078933;2,7992394006;2,829577101;2,8587720911;2,8868743624;2,9139325224;2,9399935996;2,9651029134;2,9893039948;3,0126385472;3,0351464363;3,0568657041;3,0778325999;3,098081624;3,1176455807;3,1365556383;3,1548413926;3,1725309331;3,1896509111;3,2062266064;3,2222819949;3,2378398136;3,2529216249;3,2675478777;3,2817379675;3,2955102927;3,3088823096;3,3218705839;3,3344908401;3,3467580085;3,3586862695;3,3702890954;3,38157929;3,3925690263;3,4032698816;3,4136928709;3,4238484779;3,4337466849;3,4433970004;3,4528084853;3,4619897775;3,4709491147;3,4796943566;3,4882330053;3,4965722241;3,5047188563;3,5126794415;3,5204602322;3,5280672087;3,5355060929;3,5427823624;3,5499012623;3,5568678178;3,5636868446;3,5703629601;3,5769005927;3,5833039917;3,5895772357;3,5957242411;3,6017487701;3,6076544376;3,613444719;3,6191229559;3,6246923631;3,630156034;3,6355169468;3,6407779689;3,6459418628;3,6510112903;3,6559888172;3,6608769175;3,6656779775;3,6703942994;3,6750281053;3,6795815404;3,6840566764;3,6884555145;3,6927799883;3,6970319668;3,7012132571
14-12-2016;0,257;0,2871572843;0,3578284753;0,4519616662;0,5665866685;0,6952089364;0,8307992265;0,9659784198;1,09435954;1,1962582144;1,3051803854;1,4118290751;1,5021702162;1,5731433141;1,624230522;1,6573284433;1,6814904959;1,7047767427;1,7328135667;1,7695855578;1,8133929861;1,8618613653;1,9132499303;1,9662765235;2,019996362;2,0737149313;2,1269246637;2,1792584235;2,2304550207;2,2803334312;2,3287733853;2,3757006593;2,4210758685;2,4648858892;2,5071372689;2,5478511472;2,5870593355;2,6248012855;2,6611217465;2,6960689557;2,7296932447;2,7620459697;2,7931786961;2,8231425815;2,8519879153;2,87976378;2,9065178091;2,9322960202;2,957142706;2,9811003717;3,0042097076;3,0265095885;3,0480370942;3,0688275445;3,0889145468;3,1083300508;3,1271044092;3,145266442;3,1628435022;3,1798615431;3,1963451846;3,2123177788;3,2278014748;3,2428172805;3,257385123;3,2715239066;3,2852515682;3,2985851301;3,3115407509;3,3241337725;3,3363787665;3,3482895764;3,3598793589;3,3711606219;3,3821452609;3,392844593;3,4032693895;3,4134299059;3,4233359104;3,4329967112;3,4424211813;3,4516177825;3,4605945881;3,4693593033;3,4779192856;3,4862815629;3,4944528516;3,5024395725;3,5102478669;3,5178836106;3,525352428;3,5326597052;3,5398106016;3,546810062;3,5536628269;3,5603734433;3,5669462736;3,5733855052;3,5796951588;3,5858790965;3,5919410297;3,5978845257;3,6037130152;3,6094297981;3,6150380501;3,620540828;3,6259410754;3,6312416281;3,6364452181;3,6415544793;3,6465719511;3,6515000828;3,6563412377;3,6610976965;3,6657716612;3,6703652582;3,6748805415;3,6793194958;3,6836840396;3,6879760276
15-12-2016;0,2497;0,2869490665;0,3508401738;0,4557761278;0,5780752231;0,7110240878;0,8488665995;0,9857184739;1,1134040377;1,2318092128;1,3351432081;1,426707271;1,5092607805;1,5792296589;1,6330959231;1,6707305039;1,7000069287;1,7282412263;1,7605710724;1,8006634327;1,8468021561;1,8968189178;1,9491675949;2,002711334;2,0566147555;2,110266313;2,163221736;2,2151624107;2,2658644795;2,3151757143;2,3629980882;2,4092745606;2,4539790058;2,4971085029;2,5386774144;2,578712825;2,6172510237;2,6543347874;2,6900112851;2,7243304633;2,7573438057;2,7891033856;2,8196611466;2,8490683629;2,877375239;2,9046306201;2,9308817886;2,9561743268;2,9805520333;3,0040568791;3,0267289946;3,0486066817;3,0697264429;3,0901230237;3,1098294651;3,1288771629;3,1472959307;3,1651140668;3,1823584211;3,1990544632;3,2152263493;3,2308969879;3,2460881042;3,2608203019;3,275113123;3,2889851051;3,3024538366;3,3155360081;3,3282474631;3,3406032444;3,3526176389;3,3643042203;3,3756758884;3,3867449075;3,3975229413;3,408021087;3,4182499065;3,4282194564;3,4379393157;3,4474186123;3,4566660481;3,4656899216;3,4744981505;3,483098292;3,4914975622;3,4997028544;3,5077207563;3,515557566;3,5232193075;3,5307117446;3,5380403946;3,5452105411;3,5522272456;3,5590953588;3,5658195317;3,5724042248;3,5788537181;3,5851721199;3,5913633749;3,5974312723;3,6033794534;3,6092114185;3,6149305333;3,6205400359;3,6260430421;3,6314425513;3,6367414518;3,6419425259;3,6470484545;3,6520618219;3,6569851199;3,6618207519;3,6665710368;3,6712382127;3,6758244401;3,6803318056;3,6847623247;3,6891179451;3,6934005491;3,6976119568
16-12-2016;0,2429568885;0,2799075578;0,3467976509;0,4427424616;0,5569902636;0,6919050741;0,8266500929;0,9613841258;1,0879604808;1,1915819513;1,2942141054;1,3910699314;1,4738778787;1,540419402;1,5900484599;1,6243217588;1,6512295859;1,6779017767;1,7093222422;1,7490348693;1,7952537776;1,8456954848;1,8987123067;1,9530930155;2,0079474544;2,0626235802;2,1166471296;2,169677286;2,2214738047;2,2718724372;2,3207664297;2,3680925062;2,4138201948;2,4579436614;2,5004754416;2,5414416149;2,580878083;2,6188276979;2,6553380451;2,6904597365;2,7242450984;2,7567471683;2,7880189335;2,8181127583;2,8470799595;2,8749704972;2,9018327576;2,9277134056;2,9526572929;2,9767074092;2,9999048661;3,0222889065;3,0438969323;3,0647645472;3,0849256094;3,1044122907;3,123255142;3,14148316;3,1591238566;3,1762033283;3,1927463243;3,2087763145;3,2243155547;3,2393851509;3,2540051199;3,2681944489;3,2819711509;3,295352319;3,3083541773;3,320992129;3,3332808025;3,3452340949;3,3568652126;3,3681867107;3,3792105287;3,3899480255;3,4004100117;3,41060678;3,4205481338;3,4302434146;3,4397015272;3,4489309636;3,4579398255;3,4667358456;3,4753264072;3,4837185631;3,4919190533;3,4999343212;3,5077705297;3,5154335753;3,5229291021;3,5302625151;3,537438992;3,5444634947;3,5513407806;3,5580754126;3,5646717684;3,5711340502;3,5774662929;3,5836723722;3,5897560124;3,5957207936;3,6015701584;3,6073074186;3,6129357609;3,6184582531;3,6238778491;3,6291973946;3,6344196315;3,639547203;3,6445826573;3,6495284527;3,6543869606;3,6591604699;3,6638511905;3,6684612561;3,6729927282;3,6774475987;3,6818277926;3,6861351713
19-12-2016;0,252;0,2899486805;0,3508459633;0,4389730658;0,5462498956;0,6694686909;0,7998897137;0,9313613851;1,0440630037;1,1532223315;1,2595258398;1,3567883975;1,4403980304;1,506948246;1,5542030535;1,5831680238;1,6032758969;1,6230402752;1,6483651284;1,6834011375;1,7264909937;1,7750354693;1,8270702788;1,8811493853;1,9362069962;1,9914587669;2,0463302084;2,1004042466;2,1533824389;2,2050560456;2,2552842898;2,3039779112;2,3510866538;2,3965897;2,440488329;2,4828002629;2,523555304;2,5627919637;2,6005548557;2,6368926832;2,6718566862;2,70549945;2,7378739942;2,769033082;2,7990287029;2,8279116909;2,8557314487;2,8825357552;2,9083706385;2,933280299;2,9573070722;2,9804914214;3,0028719533;3,0244854512;3,0453669208;3,065549645;3,0850652454;3,103943748;3,1222136507;3,1399019925;3,1570344226;3,173635268;3,1897276008;3,205333303;3,2204731291;3,2351667664;3,2494328931;3,2632892335;3,2767526105;3,2898389956;3,3025635566;3,3149407023;3,3269841251;3,338706841;3,3501212277;3,3612390599;3,3720715434;3,3826293467;3,3929226305;3,4029610762;3,4127539118;3,4223099374;3,4316375479;3,4407447556;3,4496392102;3,4583282187;3,4668187637;3,4751175201;3,4832308719;3,491164927;3,4989255318;3,5065182842;3,5139485471;3,5212214595;3,5283419485;3,5353147392;3,5421443654;3,5488351786;3,5553913571;3,5618169143;3,5681157066;3,5742914412;3,5803476827;3,58628786;3,5921152729;3,5978330976;3,6034443928;3,6089521046;3,614359072;3,6196680314;3,6248816213;3,6300023866;3,6350327827;3,6399751792;3,644831864;3,6496050461;3,6542968599;3,6589093673;3,6634445615;3,6679043695
20-12-2016;0,251;0,2939427854;0,3558441945;0,4487812103;0,5625096527;0,686294484;0,8092588173;0,946403403;1,0671454377;1,1790281635;1,2762499166;1,3622732977;1,4403871401;1,5065113325;1,5566084924;1,5903553079;1,6160170393;1,6412654875;1,6714507135;1,7103635086;1,7562450133;1,8067060008;1,8599992325;1,9148402644;1,9702847186;2,0256401896;2,0804022636;2,1342075638;2,1867989691;2,2379996385;2,28769347;2,335810308;2,3823146841;2,427197208;2,4704679607;2,5121514095;2,5522824875;2,5909035668;2,6280621232;2,6638089356;2,698196703;2,7312789844;2,7631093949;2,7937409983;2,8232258568;2,8516147024;2,8789567029;2,9052993042;2,9306881286;2,9551669204;2,9787775242;3,0015598919;3,0235521075;3,0447904294;3,0653093412;3,0851416123;3,104318362;3,1228691282;3,1408219365;3,1582033707;3,1750386423;3,1913516593;3,2071650926;3,2225004409;3,2373780933;3,2518173891;3,2658366751;3,2794533602;3,2926839675;3,3055441837;3,3180489057;3,3302122851;3,3420477697;3,3535681434;3,3647855628;3,3757115933;3,3863572409;3,3967329845;3,4068488045;3,4167142104;3,426338267;3,4357296188;3,4448965124;3,4538468188;3,4625880532;3,471127394;3,4794717013;3,4876275329;3,4956011612;3,5033985871;3,5110255549;3,5184875651;3,5257898868;3,5329375699;3,5399354555;3,5467881869;3,553500219;3,5600758281;3,5665191198;3,5728340383;3,5790243731;3,5850937673;3,591045724;3,5968836129;3,6026106768;3,6082300371;3,6137446998;3,6191575602;3,6244714083;3,6296889336;3,634812729;3,6398452957;3,6447890468;3,6496463111;3,6544193372;3,6591102962;3,6637212857;3,6682543322;3,6727113946;3,6770943668
21-12-2016;0,245;0,2869447468;0,3488471563;0,4362859695;0,5455837045;0,668931401;0,7960301097;0,9231058688;1,053005132;1,1534514229;1,2458823318;1,3360705325;1,4214350505;1,4938690831;1,5466090466;1,5782065307;1,598727628;1,6176830798;1,6416841579;1,6753789247;1,7174507476;1,7652853302;1,8168420467;1,8706181151;1,9255051593;1,9806866176;2,0355634593;2,0896998094;2,1427827559;2,1945923847;2,2449792682;2,2938474399;2,3411414442;2,3868364364;2,4309305842;2,4734392158;2,5143903035;2,5538209716;2,5917747964;2,6282997182;2,6634464314;2,6972671451;2,7298146364;2,7611415302;2,7912997584;2,8203401599;2,8483121898;2,8752637152;2,9012408791;2,9262880158;2,9504476078;2,9737602741;2,9962647819;3,0179980773;3,0389953285;3,0592899793;3,0789138092;3,097896998;3,1162681927;3,1340545766;3,1512819373;3,1679747352;3,1841561698;3,199848245;3,2150718317;3,229846728;3,2441917178;3,258124626;3,2716623711;3,2848210156;3,2976158137;3,3100612564;3,322171114;3,3339584769;3,3454357931;3,3566149046;3,3675070809;3,3781230508;3,3884730329;3,3985667633;3,4084135225;3,41802216;3,4274011182;3,4365584545;3,4455018616;3,4542386877;3,4627759544;3,4711203741;3,4792783665;3,4872560736;3,4950593743;3,502693898;3,5101650372;3,5174779596;3,5246376195;3,5316487685;3,5385159653;3,5452435857;3,551835831;3,5582967368;3,5646301809;3,5708398908;3,5769294509;3,5829023091;3,5887617833;3,5945110672;3,6001532363;3,605691253;3,6111279719;3,6164661445;3,6217084237;3,6268573686;3,6319154478;3,6368850442;3,641768458;3,6465679106;3,6512855479;3,6559234433;3,6604836008;3,6649679581
22-12-2016;0,2467;0,2939394273;0,3588456341;0,4494023635;0,5616444157;0,6861553333;0,8188113453;0,9509160045;1,0771117923;1,1696701887;1,2751491694;1,3795584994;1,4633210087;1,5255109542;1,568361078;1,5953073429;1,6152331168;1,635750477;1,662132006;1,6980883157;1,7417950031;1,790699252;1,8429037451;1,8970119473;1,9519949737;2,007096192;2,0617620393;2,1155913106;2,1682976317;2,2196814545;2,2696090018;2,3179963347;2,3647972264;2,4099938921;2,4535898708;2,4956045461;2,5360689168;2,5750223297;2,6125099542;2,648580833;2,683286379;2,7166792227;2,7488123323;2,7797383467;2,8095090779;2,8381751436;2,8657857032;2,8923882746;2,9180286145;2,9427506469;2,96659643;2,9896061522;3,0118181504;3,0332689447;3,0539932857;3,0740242099;3,0933931021;3,1121297611;3,1302624675;3,147818053;3,164821969;3,1812983543;3,1972701023;3,2127589247;3,2277854147;3,2423691064;3,2565285326;3,2702812797;3,2836440398;3,2966326604;3,3092621915;3,3215469302;3,333500463;3,3451357054;3,3564649395;3,3674998494;3,3782515548;3,3887306421;3,3989471944;3,4089108189;3,4186306732;3,4281154902;3,4373736011;3,4464129571;3,45524115;3,4638654313;3,4722927308;3,4805296731;3,4885825938;3,4964575549;3,5041603586;3,511696561;3,5190714843;3,5262902293;3,5333576858;3,5402785438;3,5470573029;3,5536982822;3,5602056287;3,5665833257;3,5728352011;3,578964934;3,5849760627;3,5908719905;3,5966559926;3,6023312215;3,607900713;3,6133673915;3,6187340747;3,6240034787;3,6291782223;3,6342608316;3,6392537437;3,6441593105;3,6489798029;3,6537174137;3,6583742611;3,6629523919;3,6674537845;3,6718803514
